item,n_i
5715,332
5716,160
5717,156
5718,17
5719,123
5720,161
5721,94
5722,48
5723,29
5724,85
5725,164
5726,103
5727,96
5728,67
5729,81
5730,435
5731,47
5732,143
5733,105
5734,156
5735,145
5736,37
5737,207
5738,39
5739,205
5740,32
5741,102
5742,33
5743,47
5744,58
5745,130
5746,45
5747,86
5748,234
5749,68
5750,162
5751,107
5752,26
5753,180
5754,62
5755,18
5756,91
5757,25
5758,98
5759,76
5760,43
5761,44
5762,77
5763,21
5764,45
5765,103
5766,116
5767,71
5768,42
5769,62
5770,276
5771,150
5772,14
5773,182
5774,5
5775,60
5776,173
5777,26
5778,136
5779,39
5780,52
5781,75
5782,54
5783,44
5784,53
5785,159
5786,157
5787,67
5788,128
5789,72
5790,77
5791,166
5792,165
5793,28
5794,43
5795,241
5796,75
5797,25
5798,24
5799,136
5800,155
5801,100
5802,49
5803,25
5804,41
5805,142
5806,228
5807,37
5808,47
5809,59
5810,127
5811,215
5812,160
5813,18
5814,116
5815,131
5816,44
5817,28
5818,144
5819,114
5820,84
5821,103
5822,147
5823,54
5824,179
5825,157
5826,73
5827,33
5828,14
5829,177
5830,23
5831,38
5832,191
5833,123
5834,75
5835,115
5836,99
5837,30
5838,42
5839,94
5840,64
5841,109
5842,48
5843,73
5844,5
5845,117
5846,35
5847,21
5848,59
5849,140
5850,123
5851,57
5852,104
5853,176
5854,86
5855,213
5856,114
5857,111
5858,9
5859,82
5860,63
5861,171
5862,153
5863,47
5864,233
5865,137
5866,20
5867,207
5868,50
5869,90
5870,125
5871,49
5872,55
5873,41
5874,204
5875,72
5876,12
5877,153
5878,94
5879,127
5880,171
5881,27
5882,110
5883,12
5884,30
5885,136
5886,130
5887,15
5888,75
5889,24
5890,125
5891,113
5892,60
5893,313
5894,23
5895,22
5896,47
5897,110
5898,130
5899,72
5900,107
5901,52
5902,54
5903,106
5904,11
5905,179
5906,23
5907,63
5908,220
5909,15
5910,49
5911,26
5912,315
5913,297
5914,7
5915,63
5916,52
5917,80
5918,20
5919,39
5920,151
5921,165
5922,24
5923,162
5924,179
5925,231
5926,68
5927,49
5928,77
5929,84
5930,34
5931,46
5932,25
5933,149
5934,107
5935,310
5936,26
5937,62
5938,98
5939,155
5940,78
5941,39
5942,58
5943,34
5944,200
5945,47
5946,81
5947,79
5948,5
5949,200
5950,25
5951,74
5952,5
5953,23
5954,135
5955,37
5956,284
5957,96
5958,27
5959,18
5960,31
5961,55
5962,58
5963,35
5964,117
5965,212
5966,50
5967,115
5968,187
5969,60
5970,90
5971,113
5972,55
5973,75
5974,47
5975,182
5976,24
5977,227
5978,208
5979,8
5980,45
5981,105
5982,253
5983,98
5984,44
5985,289
5986,31
5987,108
5988,50
5989,101
5990,35
5991,112
5992,112
5993,33
5994,128
5995,230
5996,45
5997,4
5998,34
5999,282
6000,263
6001,63
6002,11
6003,18
6004,32
6005,116
6006,63
6007,40
6008,126
6009,121
6010,80
6011,127
6012,227
6013,27
6014,43
6015,33
6016,135
6017,28
6018,47
6019,116
6020,59
6021,19
6022,17
6023,87
6024,46
6025,139
6026,213
6027,109
6028,17
6029,66
6030,31
6031,170
6032,156
6033,19
6034,125
6035,31
6036,85
6037,76
6038,8
6039,124
6040,117
6041,14
6042,25
6043,86
6044,5
6045,146
6046,43
6047,57
6048,12
6049,56
6050,102
6051,14
6052,123
6053,27
6054,26
6055,99
6056,31
6057,32
6058,133
6059,221
6060,33
6061,27
6062,108
6063,59
6064,74
6065,96
6066,29
6067,84
6068,103
6069,40
6070,64
6071,191
6072,38
6073,73
6074,63
6075,84
6076,147
6077,53
6078,34
6079,103
6080,27
6081,165
6082,40
6083,33
6084,145
6085,51
6086,101
6087,71
6088,26
6089,45
6090,49
6091,32
6092,76
6093,9
6094,96
6095,64
6096,236
6097,196
6098,124
6099,68
6100,100
6101,35
6102,16
6103,114
6104,113
6105,102
6106,143
6107,47
6108,52
6109,83
6110,50
6111,159
6112,22
6113,190
6114,6
6115,77
6116,28
6117,10
6118,57
6119,20
6120,5
6121,12
6122,183
6123,133
6124,45
6125,6
6126,33
6127,121
6128,119
6129,152
6130,76
6131,64
6132,160
6133,71
6134,37
6135,189
6136,176
6137,429
6138,125
6139,375
6140,20
6141,81
6142,69
6143,115
6144,27
6145,36
6146,201
6147,106
6148,4
6149,75
6150,20
6151,99
6152,40
6153,11
6154,544
6155,117
6156,264
6157,43
6158,154
6159,56
6160,87
6161,39
6162,30
6163,17
6164,34
6165,51
6166,93
6167,115
6168,125
6169,151
6170,189
6171,98
6172,129
6173,114
6174,187
6175,86
6176,35
6177,14
6178,12
6179,53
6180,13
6181,11
6182,42
6183,81
6184,26
6185,7
6186,93
6187,93
6188,431
6189,36
6190,68
6191,132
6192,1
6193,13
6194,28
6195,168
6196,39
6197,73
6198,41
6199,163
6200,16
6201,97
6202,31
6203,50
6204,32
6205,56
6206,94
6207,30
6208,152
6209,19
6210,56
6211,80
6212,151
6213,24
6214,36
6215,237
6216,58
6217,38
6218,84
6219,53
6220,83
6221,43
6222,85
6223,20
6224,48
6225,89
6226,19
6227,14
6228,153
6229,40
6230,45
6231,115
6232,77
6233,59
6234,101
6235,71
6236,74
6237,49
6238,48
6239,97
6240,99
6241,48
6242,12
6243,57
6244,28
6245,123
6246,78
6247,52
6248,99
6249,82
6250,34
6251,33
6252,73
6253,171
6254,35
6255,209
6256,151
6257,21
6258,129
6259,144
6260,232
6261,21
6262,4
6263,53
6264,78
6265,90
6266,120
6267,96
6268,68
6269,65
6270,65
6271,88
6272,99
6273,227
6274,12
6275,22
6276,92
6277,39
6278,21
6279,136
6280,121
6281,258
6282,25
6283,37
6284,76
6285,38
6286,29
6287,206
6288,48
6289,55
6290,130
6291,34
6292,169
6293,56
6294,72
6295,3
6296,156
6297,16
6298,142
6299,8
6300,15
6301,86
6302,166
6303,138
6304,55
6305,333
6306,99
6307,5
6308,107
6309,53
6310,16
6311,52
6312,52
6313,183
6314,193
6315,10
6316,224
6317,47
6318,73
6319,37
6320,93
6321,16
6322,264
6323,57
6324,10
6325,153
6326,147
6327,91
6328,78
6329,17
6330,45
6331,259
6332,25
6333,93
6334,17
6335,22
6336,56
6337,307
6338,16
6339,52
6340,13
6341,9
6342,197
6343,116
6344,107
6345,145
6346,172
6347,13
6348,304
6349,118
6350,77
6351,14
6352,63
6353,68
6354,77
6355,35
6356,34
6357,11
6358,48
6359,25
6360,92
6361,47
6362,125
6363,127
6364,41
6365,29
6366,72
6367,17
6368,4
6369,25
6370,270
6371,63
6372,11
6373,60
6374,73
6375,118
6376,28
6377,136
6378,71
6379,14
6380,26
6381,69
6382,33
6383,47
6384,27
6385,14
6386,39
6387,157
6388,100
6389,60
6390,48
6391,48
6392,66
6393,141
6394,51
6395,74
6396,93
6397,69
6398,123
6399,61
6400,48
6401,118
6402,30
6403,117
6404,14
6405,51
6406,318
6407,11
6408,57
6409,96
6410,58
6411,106
6412,42
6413,89
6414,69
6415,5
6416,70
6417,16
6418,76
6419,48
6420,11
6421,308
6422,26
6423,26
6424,59
6425,28
6426,102
6427,75
6428,100
6429,84
6430,86
6431,16
6432,1
6433,90
6434,50
6435,58
6436,187
6437,143
6438,34
6439,47
6440,48
6441,9
6442,250
6443,15
6444,75
6445,62
6446,23
6447,103
6448,85
6449,10
6450,70
6451,76
6452,22
6453,12
6454,31
6455,98
6456,213
6457,17
6458,54
6459,13
6460,322
6461,53
6462,34
6463,50
6464,33
6465,41
6466,107
6467,23
6468,131
6469,54
6470,126
6471,2
6472,58
6473,143
6474,137
6475,8
6476,66
6477,89
6478,156
6479,9
6480,15
6481,39
6482,26
6483,129
6484,164
6485,67
6486,161
6487,29
6488,89
6489,113
6490,3
6491,68
6492,111
6493,108
6494,54
6495,65
6496,7
6497,31
6498,27
6499,65
6500,221
6501,45
6502,23
6503,63
6504,47
6505,90
6506,36
6507,53
6508,49
6509,157
6510,127
6511,69
6512,103
6513,89
6514,18
6515,66
6516,7
6517,28
6518,106
6519,63
6520,73
6521,218
6522,20
6523,86
6524,62
6525,37
6526,120
6527,297
6528,99
6529,15
6530,11
6531,257
6532,133
6533,2
6534,17
6535,237
6536,87
6537,48
6538,25
6539,49
6540,41
6541,231
6542,256
6543,78
6544,103
6545,175
6546,98
6547,37
6548,52
6549,32
6550,125
6551,37
6552,33
6553,30
6554,71
6555,35
6556,179
6557,5
6558,119
6559,29
6560,3
6561,164
6562,203
6563,93
6564,67
6565,57
6566,36
6567,48
6568,24
6569,9
6570,81
6571,62
6572,73
6573,135
6574,34
6575,103
6576,48
6577,22
6578,85
6579,12
6580,152
6581,155
6582,18
6583,109
6584,48
6585,4
6586,50
6587,49
6588,151
6589,27
6590,8
6591,123
6592,138
6593,13
6594,15
6595,174
6596,26
6597,236
6598,148
6599,29
6600,31
6601,46
6602,27
6603,23
6604,88
6605,21
6606,60
6607,14
6608,15
6609,35
6610,160
6611,80
6612,148
6613,56
6614,97
6615,23
6616,19
6617,52
6618,39
6619,77
6620,149
6621,23
6622,13
6623,61
6624,61
6625,76
6626,54
6627,33
6628,85
6629,13
6630,17
6631,49
6632,51
6633,29
6634,120
6635,18
6636,15
6637,1
6638,59
6639,40
6640,53
6641,162
6642,17
6643,59
6644,37
6645,15
6646,55
6647,32
6648,69
6649,45
6650,43
6651,39
6652,104
6653,82
6654,20
6655,122
6656,27
6657,74
6658,147
6659,52
6660,34
6661,243
6662,17
6663,37
6664,24
6665,26
6666,116
6667,58
6668,47
6669,212
6670,74
6671,67
6672,64
6673,11
6674,21
6675,40
6676,8
6677,16
6678,50
6679,95
6680,30
6681,76
6682,85
6683,37
6684,142
6685,22
6686,39
6687,69
6688,24
6689,11
6690,106
6691,82
6692,111
6693,38
6694,86
6695,28
6696,25
6697,46
6698,49
6699,160
6700,53
6701,47
6702,75
6703,30
6704,114
6705,43
6706,66
6707,31
6708,49
6709,51
6710,30
6711,28
6712,150
6713,154
6714,8
6715,86
6716,101
6717,43
6718,40
6719,227
6720,13
6721,86
6722,38
6723,34
6724,49
6725,48
6726,23
6727,106
6728,46
6729,22
6730,15
6731,34
6732,45
6733,21
6734,56
6735,209
6736,30
6737,98
6738,51
6739,126
6740,165
6741,40
6742,107
6743,67
6744,97
6745,17
6746,34
6747,52
6748,73
6749,11
6750,81
6751,15
6752,14
6753,159
6754,147
6755,9
6756,14
6757,38
6758,48
6759,34
6760,53
6761,52
6762,26
6763,105
6764,114
6765,75
6766,75
6767,18
6768,58
6769,40
6770,128
6771,5
6772,26
6773,101
6774,32
6775,34
6776,83
6777,26
6778,16
6779,56
6780,25
6781,70
6782,9
6783,93
6784,187
6785,42
6786,48
6787,150
6788,187
6789,74
6790,10
6791,54
6792,57
6793,139
6794,10
6795,32
6796,15
6797,27
6798,55
6799,77
6800,22
6801,44
6802,14
6803,26
6804,110
6805,12
6806,87
6807,9
6808,17
6809,70
6810,79
6811,80
6812,28
6813,201
6814,4
6815,29
6816,37
6817,37
6818,39
6819,8
6820,324
6821,137
6822,67
6823,80
6824,77
6825,48
6826,65
6827,30
6828,57
6829,29
6830,30
6831,29
6832,11
6833,162
6834,84
6835,75
6836,53
6837,15
6838,18
6839,40
6840,67
6841,148
6842,68
6843,57
6844,57
6845,23
6846,193
6847,34
6848,74
6849,162
6850,40
6851,29
6852,144
6853,158
6854,33
6855,84
6856,42
6857,107
6858,32
6859,66
6860,34
6861,117
6862,106
6863,15
6864,134
6865,36
6866,86
6867,58
6868,91
6869,26
6870,33
6871,109
6872,14
6873,47
6874,5
6875,29
6876,50
6877,34
6878,30
6879,25
6880,92
6881,55
6882,112
6883,36
6884,49
6885,94
6886,87
6887,34
6888,34
6889,40
6890,77
6891,12
6892,54
6893,88
6894,8
6895,46
6896,56
6897,113
6898,73
6899,44
6900,302
6901,45
6902,30
6903,10
6904,76
6905,2
6906,58
6907,10
6908,79
6909,31
6910,58
6911,20
6912,57
6913,32
6914,19
6915,136
6916,4
6917,87
6918,314
6919,10
6920,8
6921,148
6922,80
6923,7
6924,18
6925,84
6926,129
6927,19
6928,19
6929,30
6930,32
6931,20
6932,53
6933,280
6934,58
6935,62
6936,17
6937,28
6938,56
6939,121
6940,11
6941,25
6942,31
6943,63
6944,92
6945,67
6946,23
6947,56
6948,144
6949,75
6950,17
6951,114
6952,11
6953,29
6954,19
6955,2
6956,13
6957,62
6958,40
6959,33
6960,17
6961,5
6962,15
6963,178
6964,39
6965,43
6966,3
6967,147
6968,117
6969,132
6970,115
6971,53
6972,49
6973,159
6974,8
6975,64
6976,37
6977,30
6978,17
6979,61
6980,52
6981,19
6982,12
6983,4
6984,102
6985,128
6986,25
6987,21
6988,135
6989,6
6990,46
6991,34
6992,143
6993,137
6994,61
6995,25
6996,56
6997,44
6998,39
6999,88
7000,15
7001,56
7002,79
7003,30
7004,19
7005,58
7006,49
7007,3
7008,55
7009,45
7010,136
7011,66
7012,9
7013,22
7014,71
7015,52
7016,12
7017,227
7018,79
7019,9
7020,78
7021,41
7022,110
7023,34
7024,16
7025,111
7026,35
7027,95
7028,23
7029,17
7030,13
7031,173
7032,49
7033,21
7034,41
7035,219
7036,66
7037,139
7038,31
7039,78
7040,8
7041,93
7042,71
7043,12
7044,21
7045,57
7046,37
7047,59
7048,36
7049,161
7050,13
7051,101
7052,29
7053,31
7054,88
7055,25
7056,173
7057,27
7058,108
7059,33
7060,63
7061,40
7062,12
7063,9
7064,56
7065,83
7066,8
7067,20
7068,27
7069,28
7070,51
7071,138
7072,18
7073,30
7074,21
7075,74
7076,21
7077,86
7078,27
7079,52
7080,64
7081,16
7082,24
7083,32
7084,7
7085,90
7086,84
7087,69
7088,2
7089,45
7090,86
7091,51
7092,39
7093,12
7094,8
7095,81
7096,59
7097,140
7098,1
7099,1
7100,64
7101,49
7102,32
7103,20
7104,65
7105,124
7106,40
7107,87
7108,27
7109,34
7110,271
7111,33
7112,17
7113,49
7114,12
7115,221
7116,27
7117,4
7118,77
7119,128
7120,134
7121,48
7122,10
7123,33
7124,86
7125,28
7126,139
7127,41
7128,60
7129,14
7130,42
7131,43
7132,87
7133,41
7134,96
7135,150
7136,45
7137,15
7138,26
7139,26
7140,67
7141,28
7142,46
7143,43
7144,52
7145,23
7146,223
7147,45
7148,10
7149,74
7150,45
7151,2
7152,22
7153,144
7154,23
7155,36
7156,22
7157,21
7158,21
7159,6
7160,157
7161,8
7162,49
7163,17
7164,20
7165,22
7166,36
7167,163
7168,31
7169,94
7170,19
7171,13
7172,13
7173,208
7174,31
7175,88
7176,14
7177,50
7178,12
7179,13
7180,61
7181,69
7182,80
7183,15
7184,82
7185,122
7186,20
7187,61
7188,13
7189,30
7190,26
7191,19
7192,80
7193,71
7194,75
7195,15
7196,60
7197,8
7198,11
7199,16
7200,59
7201,11
7202,20
7203,36
7204,38
7205,24
7206,39
7207,39
7208,36
7209,57
7210,27
7211,19
7212,111
7213,104
7214,70
7215,55
7216,96
7217,55
7218,6
7219,52
7220,42
7221,32
7222,63
7223,64
7224,109
7225,71
7226,16
7227,37
7228,33
7229,49
7230,99
7231,6
7232,46
7233,66
7234,53
7235,59
7236,70
7237,41
7238,26
7239,3
7240,42
7241,176
7242,112
7243,18
7244,9
7245,68
7246,55
7247,15
7248,40
7249,10
7250,26
7251,65
7252,33
7253,91
7254,45
7255,55
7256,25
7257,46
7258,209
7259,80
7260,58
7261,43
7262,34
7263,63
7264,17
7265,44
7266,11
7267,18
7268,29
7269,88
7270,166
7271,20
7272,17
7273,87
7274,13
7275,54
7276,62
7277,50
7278,16
7279,22
7280,20
7281,34
7282,194
7283,19
7284,226
7285,65
7286,8
7287,86
7288,25
7289,102
7290,64
7291,5
7292,113
7293,32
7294,40
7295,63
7296,15
7297,23
7298,67
7299,179
7300,3
7301,16
7302,32
7303,162
7304,173
7305,34
7306,58
7307,111
7308,84
7309,6
7310,12
7311,30
7312,28
7313,24
7314,16
7315,9
7316,12
7317,24
7318,40
7319,14
7320,10
7321,44
7322,1
7323,52
7324,64
7325,23
7326,62
7327,28
7328,14
7329,29
7330,42
7331,40
7332,21
7333,61
7334,5
7335,8
7336,42
7337,10
7338,54
7339,26
7340,27
7341,148
7342,27
7343,30
7344,69
7345,124
7346,130
7347,45
7348,75
7349,159
7350,67
7351,68
7352,23
7353,164
7354,64
7355,126
7356,52
7357,33
7358,36
7359,13
7360,36
7361,177
7362,132
7363,16
7364,15
7365,144
7366,89
7367,62
7368,66
7369,5
7370,39
7371,4
7372,51
7373,30
7374,14
7375,4
7376,13
7377,68
7378,25
7379,16
7380,98
7381,67
7382,36
7383,32
7384,11
7385,32
7386,87
7387,54
7388,57
7389,17
7390,6
7391,112
7392,30
7393,3
7394,68
7395,114
7396,22
7397,86
7398,57
7399,3
7400,59
7401,24
7402,11
7403,118
7404,42
7405,74
7406,106
7407,169
7408,40
7409,7
7410,57
7411,26
7412,94
7413,97
7414,43
7415,42
7416,46
7417,21
7418,16
7419,69
7420,126
7421,83
7422,141
7423,92
7424,21
7425,52
7426,26
7427,15
7428,19
7429,50
7430,42
7431,218
7432,41
7433,47
7434,36
7435,101
7436,63
7437,43
7438,6
7439,90
7440,42
7441,19
7442,29
7443,25
7444,118
7445,112
7446,12
7447,40
7448,11
7449,34
7450,2
7451,59
7452,32
7453,72
7454,63
7455,30
7456,22
7457,134
7458,2
7459,36
7460,20
7461,16
7462,39
7463,51
7464,13
7465,62
7466,42
7467,93
7468,37
7469,47
7470,40
7471,9
7472,34
7473,22
7474,85
7475,19
7476,30
7477,146
7478,62
7479,38
7480,40
7481,26
7482,27
7483,42
7484,83
7485,21
7486,61
7487,145
7488,81
7489,20
7490,92
7491,60
7492,101
7493,90
7494,34
7495,136
7496,11
7497,33
7498,66
7499,27
7500,72
7501,18
7502,4
7503,8
7504,129
7505,2
7506,66
7507,18
7508,114
7509,40
7510,9
7511,6
7512,25
7513,30
7514,54
7515,172
7516,57
7517,7
7518,20
7519,15
7520,3
7521,30
7522,3
7523,41
7524,7
7525,26
7526,26
7527,31
7528,42
7529,8
7530,41
7531,69
7532,16
7533,5
7534,11
7535,74
7536,57
7537,35
7538,70
7539,67
7540,49
7541,78
7542,33
7543,40
7544,30
7545,29
7546,55
7547,49
7548,78
7549,69
7550,61
7551,100
7552,43
7553,26
7554,42
7555,78
7556,15
7557,8
7558,71
7559,30
7560,42
7561,46
7562,36
7563,39
7564,32
7565,35
7566,46
7567,103
7568,63
7569,19
7570,32
7571,123
7572,17
7573,22
7574,23
7575,26
7576,12
7577,101
7578,21
7579,5
7580,113
7581,18
7582,65
7583,9
7584,11
7585,10
7586,19
7587,16
7588,18
7589,140
7590,19
7591,15
7592,27
7593,202
7594,12
7595,5
7596,90
7597,118
7598,23
7599,111
7600,3
7601,16
7602,4
7603,66
7604,53
7605,33
7606,15
7607,23
7608,26
7609,11
7610,39
7611,52
7612,29
7613,12
7614,20
7615,14
7616,28
7617,47
7618,131
7619,108
7620,56
7621,19
7622,30
7623,15
7624,60
7625,31
7626,16
7627,31
7628,28
7629,34
7630,18
7631,43
7632,14
7633,5
7634,54
7635,77
7636,13
7637,17
7638,18
7639,21
7640,29
7641,60
7642,32
7643,25
7644,19
7645,9
7646,42
7647,79
7648,52
7649,93
7650,71
7651,26
7652,20
7653,16
7654,20
7655,24
7656,21
7657,33
7658,234
7659,24
7660,33
7661,35
7662,76
7663,20
7664,41
7665,10
7666,35
7667,91
7668,19
7669,30
7670,86
7671,18
7672,11
7673,15
7674,24
7675,105
7676,66
7677,80
7678,20
7679,70
7680,15
7681,89
7682,79
7683,54
7684,49
7685,8
7686,59
7687,35
7688,107
7689,37
7690,38
7691,71
7692,44
7693,59
7694,250
7695,49
7696,19
7697,47
7698,49
7699,34
7700,2
7701,42
7702,15
7703,49
7704,15
7705,12
7706,19
7707,65
7708,102
7709,82
7710,44
7711,5
7712,28
7713,152
7714,121
7715,29
7716,73
7717,128
7718,35
7719,4
7720,40
7721,55
7722,46
7723,34
7724,28
7725,25
7726,28
7727,30
7728,52
7729,4
7730,40
7731,79
7732,29
7733,42
7734,33
7735,47
7736,9
7737,17
7738,96
7739,40
7740,80
7741,46
7742,39
7743,52
7744,48
7745,8
7746,3
7747,14
7748,22
7749,13
7750,41
7751,65
7752,35
7753,20
7754,66
7755,56
7756,45
7757,31
7758,59
7759,40
7760,2
7761,10
7762,16
7763,16
7764,120
7765,105
7766,78
7767,127
7768,81
7769,34
7770,42
7771,38
7772,50
7773,16
7774,180
7775,16
7776,44
7777,46
7778,30
7779,23
7780,21
7781,13
7782,56
7783,34
7784,74
7785,21
7786,35
7787,9
7788,58
7789,46
7790,21
7791,84
7792,97
7793,37
7794,57
7795,11
7796,20
7797,82
7798,133
7799,96
7800,57
7801,6
7802,31
7803,122
7804,26
7805,60
7806,35
7807,39
7808,22
7809,31
7810,13
7811,33
7812,14
7813,20
7814,117
7815,105
7816,61
7817,48
7818,36
7819,24
7820,25
7821,7
7822,13
7823,32
7824,88
7825,16
7826,75
7827,75
7828,4
7829,51
7830,41
7831,58
7832,43
7833,29
7834,73
7835,6
7836,119
7837,79
7838,20
7839,116
7840,12
7841,2
7842,64
7843,16
7844,124
7845,47
7846,41
7847,7
7848,18
7849,114
7850,15
7851,75
7852,23
7853,25
7854,42
7855,48
7856,100
7857,59
7858,6
7859,12
7860,67
7861,20
7862,6
7863,58
7864,39
7865,8
7866,10
7867,145
7868,12
7869,32
7870,25
7871,83
7872,5
7873,31
7874,46
7875,25
7876,68
7877,15
7878,22
7879,11
7880,29
7881,23
7882,20
7883,40
7884,28
7885,47
7886,6
7887,9
7888,80
7889,42
7890,30
7891,8
7892,21
7893,24
7894,36
7895,44
7896,41
7897,105
7898,60
7899,9
7900,16
7901,48
7902,18
7903,13
7904,27
7905,13
7906,67
7907,72
7908,40
7909,165
7910,15
7911,9
7912,34
7913,14
7914,117
7915,24
7916,125
7917,32
7918,14
7919,39
7920,23
7921,5
7922,96
7923,51
7924,75
7925,56
7926,51
7927,12
7928,45
7929,7
7930,117
7931,21
7932,99
7933,18
7934,5
7935,78
7936,9
7937,49
7938,11
7939,22
7940,106
7941,4
7942,21
7943,22
7944,21
7945,12
7946,20
7947,11
7948,8
7949,16
7950,35
7951,22
7952,24
7953,54
7954,35
7955,31
7956,18
7957,28
7958,23
7959,10
7960,24
7961,26
7962,55
7963,51
7964,56
7965,47
7966,33
7967,74
7968,45
7969,7
7970,20
7971,73
7972,20
7973,45
7974,12
7975,96
7976,65
7977,61
7978,24
7979,79
7980,16
7981,54
7982,106
7983,27
7984,77
7985,7
7986,54
7987,26
7988,11
7989,30
7990,64
7991,60
7992,13
7993,48
7994,26
7995,30
7996,30
7997,24
7998,12
7999,50
8000,13
8001,13
8002,8
8003,19
8004,20
8005,25
8006,61
8007,9
8008,14
8009,8
8010,3
8011,34
8012,21
8013,26
8014,21
8015,73
8016,12
8017,57
8018,117
8019,41
8020,16
8021,112
8022,49
8023,26
8024,18
8025,33
8026,5
8027,31
8028,31
8029,75
8030,60
8031,67
8032,14
8033,17
8034,145
8035,19
8036,8
8037,76
8038,16
8039,53
8040,49
8041,89
8042,14
8043,10
8044,47
8045,12
8046,40
8047,40
8048,45
8049,33
8050,23
8051,18
8052,12
8053,17
8054,31
8055,42
8056,97
8057,4
8058,55
8059,19
8060,9
8061,21
8062,45
8063,100
8064,22
8065,16
8066,30
8067,27
8068,20
8069,5
8070,50
8071,55
8072,28
8073,19
8074,8
8075,55
8076,96
8077,20
8078,16
8079,37
8080,64
8081,25
8082,30
8083,8
8084,41
8085,11
8086,17
8087,55
8088,34
8089,40
8090,59
8091,84
8092,64
8093,25
8094,118
8095,36
8096,62
8097,35
8098,17
8099,85
8100,12
8101,118
8102,6
8103,30
8104,15
8105,20
8106,17
8107,101
8108,62
8109,162
8110,25
8111,24
8112,41
8113,7
8114,7
8115,35
8116,58
8117,28
8118,39
8119,11
8120,10
8121,67
8122,39
8123,17
8124,139
8125,22
8126,24
8127,16
8128,14
8129,93
8130,28
8131,25
8132,30
8133,23
8134,64
8135,25
8136,6
8137,9
8138,39
8139,18
8140,14
8141,10
8142,15
8143,5
8144,29
8145,20
8146,37
8147,21
8148,85
8149,52
8150,9
8151,58
8152,9
8153,60
8154,116
8155,21
8156,7
8157,16
8158,48
8159,6
8160,50
8161,23
8162,12
8163,9
8164,27
8165,47
8166,54
8167,22
8168,58
8169,78
8170,52
8171,35
8172,64
8173,50
8174,86
8175,28
8176,21
8177,19
8178,29
8179,65
8180,41
8181,40
8182,15
8183,22
8184,15
8185,44
8186,79
8187,44
8188,11
8189,62
8190,21
8191,19
8192,65
8193,23
8194,27
8195,26
8196,41
8197,6
8198,77
8199,7
8200,28
8201,20
8202,42
8203,14
8204,37
8205,19
8206,18
8207,25
8208,22
8209,27
8210,30
8211,10
8212,8
8213,23
8214,20
8215,54
8216,28
8217,81
8218,23
8219,46
8220,65
8221,64
8222,71
8223,3
8224,4
8225,56
8226,13
8227,22
8228,27
8229,21
8230,21
8231,7
8232,55
8233,129
8234,8
8235,86
8236,16
8237,2
8238,16
8239,41
8240,44
8241,68
8242,36
8243,38
8244,75
8245,16
8246,40
8247,16
8248,26
8249,3
8250,21
8251,63
8252,32
8253,108
8254,33
8255,39
8256,72
8257,32
8258,30
8259,74
8260,24
8261,118
8262,31
8263,135
8264,23
8265,15
8266,35
8267,13
8268,19
8269,10
8270,22
8271,29
8272,6
8273,14
8274,37
8275,12
8276,11
8277,16
8278,7
8279,119
8280,102
8281,159
8282,14
8283,13
8284,9
8285,13
8286,8
8287,60
8288,2
8289,40
8290,10
8291,13
8292,24
8293,75
8294,13
8295,43
8296,42
8297,28
8298,15
8299,45
8300,10
8301,84
8302,40
8303,10
8304,6
8305,32
8306,2
8307,88
8308,9
8309,8
8310,16
8311,31
8312,17
8313,13
8314,29
8315,11
8316,53
8317,111
8318,39
8319,23
8320,30
8321,80
8322,65
8323,42
8324,3
8325,17
8326,6
8327,26
8328,51
8329,34
8330,22
8331,46
8332,53
8333,39
8334,38
8335,91
8336,41
8337,21
8338,24
8339,44
8340,61
8341,45
8342,17
8343,22
8344,48
8345,15
8346,2
8347,68
8348,100
8349,97
8350,7
8351,50
8352,33
8353,12
8354,63
8355,44
8356,26
8357,27
8358,11
8359,20
8360,8
8361,3
8362,16
8363,93
8364,14
8365,7
8366,66
8367,35
8368,41
8369,85
8370,8
8371,80
8372,43
8373,18
8374,57
8375,22
8376,54
8377,22
8378,23
8379,17
8380,50
8381,40
8382,16
8383,51
8384,10
8385,28
8386,74
8387,1
8388,21
8389,7
8390,10
8391,60
8392,25
8393,6
8394,69
8395,46
8396,4
8397,47
8398,19
8399,41
8400,73
8401,25
8402,18
8403,16
8404,14
8405,75
8406,70
8407,55
8408,33
8409,3
8410,10
8411,58
8412,15
8413,44
8414,39
8415,31
8416,21
8417,10
8418,27
8419,30
8420,82
8421,43
8422,14
8423,7
8424,14
8425,100
8426,21
8427,31
8428,3
8429,29
8430,11
8431,19
8432,7
8433,19
8434,60
8435,1
8436,9
8437,5
8438,56
8439,16
8440,3
8441,11
8442,11
8443,21
8444,46
8445,33
8446,8
8447,17
8448,12
8449,50
8450,21
8451,101
8452,34
8453,6
8454,24
8455,67
8456,7
8457,13
8458,29
8459,88
8460,27
8461,16
8462,7
8463,16
8464,42
8465,7
8466,9
8467,7
8468,36
8469,38
8470,38
8471,30
8472,58
8473,23
8474,54
8475,14
8476,13
8477,8
8478,32
8479,6
8480,23
8481,65
8482,14
8483,35
8484,16
8485,7
8486,64
8487,61
8488,33
8489,145
8490,25
8491,34
8492,23
8493,5
8494,61
8495,18
8496,24
8497,69
8498,60
8499,7
8500,27
8501,8
8502,11
8503,17
8504,19
8505,61
8506,22
8507,35
8508,5
8509,53
8510,21
8511,65
8512,9
